id,L,R,F,M,P,S,X
fa6e01ce,1.7666666666666666,1.7666666666666666,1,5248.0,5248.0,中午,女
32808b28,12.566666666666666,5.5,2,2434.0,574.0,下午,女
c5c1ccf2,16.733333333333334,13.966666666666667,2,2250.0,2250.0,晚上,女
835e6584,22.733333333333334,0.0,3,2982.0,2982.0,中午,女
c0751249,45.86666666666667,34.3,1,420.0,420.0,下午,女
d8f92f7c,11.633333333333333,4.733333333333333,1,310.0,110.0,下午,女
daa6fddb,19.266666666666666,20.166666666666668,1,15570.0,3114.0,晚上,女
10b7261c,78.73333333333333,18.2,6,2192.0,2112.0,下午,女
b05d2409,46.166666666666664,20.066666666666666,1,11350.0,11350.0,下午,男
3279aef1,69.13333333333334,0.03333333333333333,31,37701.0,37701.0,晚上,女
b0ec2055,6.666666666666667,6.666666666666667,1,320.0,320.0,晚上,女
1f81e712,119.6,16.5,3,5019.0,4779.0,下午,女
42f3cd14,59.13333333333333,30.966666666666665,2,900.0,900.0,晚上,女
504f082e,167.36666666666667,10.466666666666667,2,840.0,840.0,中午,女
e681ca4e,18.333333333333332,4.433333333333334,10,23722.0,23722.0,中午,女
a367146f,58.7,31.4,1,1170.0,1170.0,晚上,女
8b1ef52c,11.0,11.0,1,3752.0,3752.0,晚上,女
d101378a,11.6,11.6,1,870.0,870.0,下午,女
fa585ee2,2.0,1.2666666666666666,1,1881.0,1881.0,晚上,女
ca4ae9c2,1.1666666666666667,1.1666666666666667,1,2300.0,2300.0,下午,女
fec02b59,97.7,7.533333333333333,5,3918.0,3918.0,下午,女
51d59991,50.06666666666667,24.066666666666666,1,1521.0,1521.0,下午,男
8cec05e1,8.6,8.6,1,2950.0,2950.0,下午,女
443b668b,109.46666666666667,8.4,1,399.0,399.0,下午,女
6fd3c70c,7.766666666666667,7.766666666666667,1,890.0,890.0,下午,女
01f7800e,0.2,0.2,1,1035.0,1035.0,中午,女
bd77bad8,30.733333333333334,9.666666666666666,3,9934.0,9934.0,晚上,女
0c346e3b,105.53333333333333,17.2,5,21910.0,21910.0,下午,女
ce4e0646,21.6,0.3,40,157141.4,157142.0,晚上,女
a5ea3550,52.53333333333333,2.4,11,4465.0,4465.0,晚上,女
38cdc06c,51.86666666666667,30.866666666666667,11,14170.0,13870.0,中午,女
b49501bd,13.4,3.8333333333333335,3,9255.0,3650.0,中午,男
2116116c,23.0,33.233333333333334,1,2115.0,2115.0,下午,女
d0840f92,12.466666666666667,0.6333333333333333,12,103983.0,103983.0,下午,男
4defebdf,8.466666666666667,8.466666666666667,1,4104.0,4104.0,中午,女
4ad603b2,31.7,31.7,1,1520.0,1520.0,下午,女
301f6492,56.333333333333336,13.266666666666667,4,9078.0,9078.0,中午,女
fc14f379,0.4666666666666667,0.4666666666666667,1,1200.0,1200.0,下午,女
3deebf80,13.033333333333333,0.16666666666666666,3,2903.69,2444.0,下午,女
30f01e70,44.3,13.666666666666666,2,1269.0,1269.0,晚上,女
6d231508,112.53333333333333,17.4,3,4988.0,4988.0,下午,女
c3310653,17.0,17.0,1,910.0,910.0,下午,女
79c0f10e,80.16666666666667,4.366666666666666,6,6704.2,6704.0,下午,女
8c5b3dfe,32.96666666666667,10.366666666666667,5,6839.0,6839.0,晚上,女
8e925252,57.46666666666667,36.233333333333334,1,3500.0,3500.0,晚上,女
107276d8,4.133333333333334,4.133333333333334,1,300.0,300.0,中午,女
7bf2c0f2,0.26666666666666666,8.466666666666667,4,3330.0,3330.0,晚上,女
a91e006c,20.366666666666667,0.36666666666666664,12,19561.0,17825.0,下午,男
04c7c66f,123.46666666666667,16.266666666666666,2,6180.0,6180.0,下午,女
67f7fc1f,15.766666666666667,4.1,4,2810.0,2810.0,晚上,女
35a2fe0e,37.0,13.366666666666667,4,10404.0,10404.0,晚上,女
1c058eac,15.9,15.866666666666667,1,2193.0,2193.0,下午,女
2a4a4efc,77.8,2.8,4,9855.0,9855.0,晚上,女
234b4a30,58.333333333333336,34.4,2,1170.0,1170.0,上午,女
714210a5,105.7,18.4,9,40998.0,40925.0,下午,女
30c58aeb,31.9,11.733333333333333,1,1260.0,1260.0,下午,女
fdc4a7a8,9.0,6.866666666666666,1,499.0,499.0,下午,女
099ccc0c,3.8,3.8,1,1120.0,1120.0,中午,女
74259dcf,50.36666666666667,9.533333333333333,4,12861.0,12497.0,晚上,男
82ac4827,0.9666666666666667,0.9666666666666667,1,5689.0,57.0,晚上,女
86de553c,8.533333333333333,8.533333333333333,2,1370.0,1370.0,中午,女
49f09a92,6.866666666666666,2.7666666666666666,3,1780.0,1780.0,下午,女
8fd671f7,44.93333333333333,18.733333333333334,1,3232.0,3232.0,晚上,女
fed52f3f,82.73333333333333,35.1,1,1800.0,3600.0,下午,女
48b1b74d,58.4,5.933333333333334,4,10330.0,10330.0,下午,男
3648b1d7,146.9,4.566666666666666,2,3807.0,3807.0,晚上,女
62645eb2,18.033333333333335,0.2,2,1139.0,1139.0,中午,女
1008068e,111.23333333333333,0.06666666666666667,6,15205.0,10255.0,下午,女
03a06701,31.9,2.933333333333333,4,25527.0,25527.0,下午,女
2fdb720a,8.833333333333334,8.666666666666666,3,3360.0,3360.0,晚上,女
d14aaa48,32.13333333333333,7.766666666666667,1,980.0,980.0,晚上,女
695b730c,68.33333333333333,6.966666666666667,10,12283.1,12283.0,晚上,女
7325d19e,85.1,4.266666666666667,1,714.0,714.0,下午,男
a4136c68,103.73333333333333,17.4,6,13099.0,12899.000000000002,中午,女
bb2d4c95,33.2,6.866666666666666,3,8695.0,8695.0,下午,女
d5777032,17.933333333333334,17.933333333333334,1,320.0,320.0,中午,女
45420cca,28.733333333333334,14.9,2,9202.0,763.0,中午,女
fcc87237,16.8,5.266666666666667,3,4796.0,4796.0,中午,女
7a68ccab,131.73333333333332,0.4666666666666667,28,96592.38,91992.41,下午,女
0080621a,24.6,21.533333333333335,1,45.0,45.0,中午,女
b01f18c8,11.233333333333333,3.6,3,17346.8,17346.0,晚上,女
d37b5217,7.333333333333333,2.2666666666666666,3,12238.0,12238.0,晚上,女
dd9cb45a,10.133333333333333,10.133333333333333,1,600.0,600.0,下午,女
ebc0a670,79.26666666666667,12.333333333333334,5,6166.0,6166.0,下午,男
1ae983d6,10.733333333333333,10.733333333333333,2,28920.0,5664.0,晚上,女
4e066552,33.2,10.733333333333333,50,133100.0,128318.35,中午,女
ef858e17,10.566666666666666,2.6333333333333333,2,22120.0,4680.0,中午,女
6f2d5a69,81.66666666666667,33.266666666666666,6,26598.0,26598.0,中午,女
f6c4a7a2,92.6,1.1666666666666667,4,20411.0,4706.0,晚上,女
084f59bc,40.7,30.766666666666666,3,1943.0,1943.0,中午,女
a3ffcb3b,108.23333333333333,30.766666666666666,2,2995.0,2995.0,下午,女
6e552931,7.2,7.2,1,1780.0,1780.0,中午,女
a3cbb2cd,75.06666666666666,28.8,1,1554.0,1554.0,中午,女
ea4f5e3a,2.6666666666666665,2.6666666666666665,3,3575.0,3575.0,中午,女
c601a11f,64.06666666666666,28.566666666666666,2,5535.0,2580.0,晚上,女
d34c23de,1.4,1.4,1,3750.0,3750.0,中午,女
484a4166,31.566666666666666,31.566666666666666,1,7765.0,7765.0,晚上,女
28cdcdcc,37.666666666666664,35.53333333333333,3,3964.0,3964.0,晚上,女
8e096646,13.4,4.4,3,1000.0,1000.0,下午,女
6937b7a6,34.46666666666667,2.6666666666666665,9,46236.0,46236.0,下午,女
e13083fb,11.6,11.6,1,2845.0,2845.0,晚上,女
0aade3a5,17.233333333333334,1.6666666666666667,9,7709.0,7709.0,下午,女
94d0953a,25.966666666666665,17.166666666666668,1,940.0,940.0,下午,女
2b52e30b,8.366666666666667,5.366666666666666,4,3655.0,3655.0,晚上,女
0ea14e4e,15.133333333333333,3.1333333333333333,2,1290.0,1290.0,下午,女
b2105fd8,39.833333333333336,2.2,6,3555.0,3555.0,下午,女
64484a34,4.966666666666667,4.966666666666667,1,7040.0,7040.0,晚上,女
41aea898,4.433333333333334,5.766666666666667,1,3350.0,3350.0,下午,男
93a867a8,20.966666666666665,17.166666666666668,2,6910.0,6910.0,晚上,女
865281a8,14.266666666666667,7.266666666666667,7,29278.0,20261.0,中午,女
0069061d,79.53333333333333,3.7333333333333334,1,2630.0,2630.0,晚上,女
6d49be00,18.833333333333332,18.833333333333332,1,1080.0,1080.0,下午,女
216d23a4,1.2333333333333334,1.2333333333333334,1,6104.700000000001,6105.0,下午,女
6b881203,73.9,29.233333333333334,2,3995.0,3995.0,下午,女
3e85984e,18.966666666666665,13.133333333333333,3,8111.0,8111.0,下午,女
2cc3bcba,7.3,0.06666666666666667,34,97367.8,95349.0,下午,女
13e436ae,14.566666666666666,14.566666666666666,5,10275.0,10275.0,下午,女
1251a8af,51.233333333333334,11.966666666666667,4,7928.0,7928.0,晚上,女
9d3ab2e9,4.766666666666667,4.766666666666667,1,19709.0,3941.0,晚上,女
dea0e14e,2.6333333333333333,0.4666666666666667,33,47706.0,47706.0,下午,女
9f6d5efb,160.16666666666666,33.93333333333333,1,13950.0,2790.0,晚上,女
06c56cee,14.433333333333334,30.233333333333334,2,6581.0,6581.0,晚上,女
0e3b4c10,11.033333333333333,1.4333333333333333,3,6570.0,6570.0,晚上,女
7774341d,18.1,1.7,11,14255.0,14255.0,中午,女
ed4f9412,8.0,8.0,1,900.0,900.0,下午,女
11cca8b4,2.1,2.1,1,310.0,310.0,晚上,女
7d605228,34.96666666666667,35.1,1,1070.0,1070.0,晚上,女
ffddff9b,33.9,34.03333333333333,1,559.0,112.0,中午,女
41e5f49d,10.1,0.06666666666666667,15,85561.0,70812.0,晚上,男
3c7e551c,20.8,1.7,11,8191.0,8191.0,中午,女
ce9fd8fb,107.0,10.266666666666667,5,16551.45,14540.26,晚上,女
b271859e,33.266666666666666,33.266666666666666,1,1173.0,1173.0,下午,男
bcbdad92,18.6,18.066666666666666,2,5588.0,5588.0,中午,女
c2052832,32.6,21.566666666666666,2,13438.0,12586.0,下午,女
a26be3c6,158.4,7.633333333333334,11,16523.0,7594.000000000001,晚上,女
d1ede4f3,15.2,15.2,2,890.0,890.0,中午,女
d2c58669,86.5,33.13333333333333,2,3042.0,3042.0,晚上,女
9e4abe12,28.733333333333334,28.933333333333334,1,1420.0,1420.0,晚上,男
f254b812,157.5,16.3,1,390.0,390.0,晚上,女
89d41695,9.666666666666666,9.666666666666666,1,1180.0,1180.0,下午,女
ad790b3c,34.06666666666667,21.6,5,5000.0,1000.0,中午,女
55afd337,86.26666666666667,36.2,1,310.0,310.0,晚上,女
0c3c5af8,106.23333333333333,20.766666666666666,3,2810.0,2810.0,中午,女
8a11da71,104.73333333333333,14.966666666666667,3,8309.0,8309.0,下午,女
ec1cda7c,4.5,2.1333333333333333,3,510.0,510.0,下午,女
45c340a5,43.1,7.666666666666667,3,6005.0,6005.0,下午,女
e479b684,22.2,12.266666666666667,3,4263.0,4263.0,下午,男
a04fb86b,37.766666666666666,8.966666666666667,2,2745.0,2745.0,晚上,女
672f4e87,104.3,1.0,38,56416.5,49730.0,下午,女
c0a663f3,81.46666666666667,30.633333333333333,1,475.0,475.0,中午,女
f42bcd6b,57.233333333333334,8.566666666666666,1,2400.0,2400.0,晚上,女
84742f09,35.63333333333333,35.86666666666667,7,3131.0,3131.0,下午,女
ea751e25,62.666666666666664,8.233333333333333,7,10305.0,10305.0,晚上,女
a930d82a,4.233333333333333,4.233333333333333,2,3110.0,3110.0,下午,女
8af1778c,0.5666666666666667,0.5666666666666667,1,658.0,658.0,中午,女
68457a13,72.9,1.2333333333333334,3,3942.8999999999996,3543.0,下午,男
11a55630,50.46666666666667,35.333333333333336,1,3365.0,3365.0,下午,女
768f60b3,78.26666666666667,11.1,2,1898.0,1898.0,中午,女
9e16444a,14.033333333333333,1.2666666666666666,3,8393.6,8394.0,下午,女
6ab5ac86,34.266666666666666,33.56666666666667,8,40908.0,40908.0,中午,男
c43c1940,107.56666666666666,8.433333333333334,7,15993.0,10606.0,下午,女
36e0a0cd,24.833333333333332,10.933333333333334,2,1900.0,1900.0,下午,女
6a447b0f,36.56666666666667,33.96666666666667,17,113288.0,112807.0,下午,男
168c10e0,22.966666666666665,30.3,1,697.0,697.0,中午,女
5573bfc1,43.333333333333336,4.7,2,1447.0,1447.0,下午,女
9b219fb1,20.266666666666666,10.366666666666667,6,18190.0,18190.0,中午,男
a82414e8,15.733333333333333,15.733333333333333,1,280.0,280.0,中午,女
da4382ff,30.433333333333334,31.1,1,1520.0,1520.0,下午,男
87e7c582,18.033333333333335,0.7,33,82295.79999999999,78321.0,下午,女
5b80cb0e,9.3,1.0,4,5204.0,5204.0,晚上,女
73a4110d,46.93333333333333,11.166666666666666,2,4891.0,4891.0,下午,女
00b21dd1,80.43333333333334,7.2,5,8181.0,5267.0,下午,女
3e730fab,4.433333333333334,5.466666666666667,19,34355.0,34068.0,中午,女
d10e5e00,48.86666666666667,5.466666666666667,8,11568.0,11568.0,晚上,女
022046fb,10.233333333333333,8.466666666666667,4,4945.0,4005.0,下午,女
25e51ff3,16.766666666666666,8.0,1,1609.0,1609.0,下午,女
4bb08e84,17.866666666666667,19.166666666666668,1,978.0,978.0,中午,女
224f802b,3.3666666666666667,1.2333333333333334,1,306.0,306.0,下午,女
76ec353c,34.93333333333333,35.43333333333333,1,9400.0,9400.0,下午,男
cb5af72e,11.433333333333334,11.433333333333334,1,559.0,559.0,晚上,女
9eb7fb65,146.33333333333334,7.766666666666667,1,2965.5,2966.0,晚上,女
6894ddf2,73.13333333333334,10.133333333333333,1,4655.0,47.0,晚上,男
01dfaddd,11.866666666666667,14.3,2,997.0,997.0,晚上,女
d86f9213,35.833333333333336,29.6,1,480.0,480.0,中午,男
629c598b,59.833333333333336,2.4,1,208.0,208.0,中午,女
080b4f6e,107.06666666666666,12.1,2,1319.0,1296.0,中午,女
38c78b2e,86.5,2.2,2,4640.0,4640.0,上午,女
389f3b40,147.86666666666667,31.466666666666665,1,1112.0,1112.0,下午,女
db6b2282,15.666666666666666,9.9,2,4037.0,348.0,下午,女
cfcf1827,111.2,11.4,2,1377.0,1377.0,下午,女
8870989c,7.466666666666667,7.466666666666667,2,5216.0,5216.0,中午,女
9bfa335d,5.233333333333333,5.233333333333333,1,780.0,780.0,中午,女
b6dc8f59,79.46666666666667,0.1,27,42062.6,38614.0,下午,女
a483dc23,14.433333333333334,8.0,4,13529.0,11520.0,晚上,女
11b68e27,51.666666666666664,9.7,5,5718.0,5718.0,下午,男
0179f924,83.53333333333333,21.066666666666666,1,990.0,990.0,下午,女
0bd0c638,83.2,1.1,20,50520.2,48475.01,晚上,女
3d98a9b7,14.466666666666667,19.9,2,4469.0,4469.0,下午,女
6e730fa2,110.5,28.7,1,6944.0,6944.0,晚上,女
630b9aab,8.166666666666666,1.2,9,31845.0,26915.0,晚上,女
a5cd1e3c,11.066666666666666,1.8,5,4400.0,4400.0,下午,女
893ac61d,4.1,0.06666666666666667,6,14487.5,14488.0,下午,女
3e110ac5,2.2666666666666666,2.2666666666666666,1,2535.0,2535.0,下午,女
272f9cd6,68.1,33.666666666666664,4,8937.0,8737.0,上午,男
3322c9a3,28.633333333333333,28.633333333333333,1,2394.0,2394.0,下午,女
5de3514d,78.7,10.666666666666666,11,29455.0,29455.0,中午,女
53b2314f,8.2,8.2,2,5695.0,5695.0,下午,女
9a2f5fd8,8.866666666666667,8.833333333333334,2,4020.0,4020.0,上午,女
673e6c6f,31.333333333333332,31.333333333333332,1,1570.0,1570.0,下午,女
2691b725,61.86666666666667,7.933333333333334,4,5520.0,5520.0,晚上,男
c493cbdb,31.7,31.966666666666665,1,49.0,10.0,晚上,女
50cfcc22,5.866666666666666,2.966666666666667,2,10662.0,10662.0,中午,女
d60e0d2d,9.9,1.7666666666666666,2,17216.0,17216.0,下午,女
dc80eb63,130.46666666666667,21.4,6,16828.0,15689.0,晚上,女
7ef66685,76.96666666666667,20.666666666666668,2,7674.0,7674.0,下午,女
f62c87b0,7.766666666666667,7.766666666666667,1,4815.0,963.0,下午,女
bb373d8f,42.06666666666667,14.133333333333333,4,14143.0,2829.0,下午,女
9a204ae2,64.06666666666666,31.533333333333335,4,7743.0,7743.0,晚上,女
d0557d20,102.33333333333333,1.2666666666666666,14,31293.5,31094.0,晚上,女
bf7fad08,62.06666666666667,36.56666666666667,1,1335.0,1335.0,下午,男
662e8db3,71.23333333333333,13.733333333333333,37,59950.0,59950.0,下午,女
a97f09a0,59.13333333333333,1.2666666666666666,3,17397.0,17398.0,晚上,女
bc532b5f,1.3666666666666667,0.06666666666666667,3,46036.0,11670.0,中午,女
d6889040,23.533333333333335,11.4,3,919.0,919.0,下午,男
918dc1f2,22.766666666666666,33.0,2,7064.0,2542.0,晚上,男
dda99d18,63.7,2.6,31,83429.9,83010.0,下午,女
a72ac80c,60.3,17.366666666666667,1,3758.0,38.0,中午,女
8b9ead47,4.466666666666667,0.06666666666666667,8,21189.0,21779.0,晚上,女
19fb3911,13.6,4.966666666666667,6,9110.0,9110.0,下午,女
e10a1dd0,33.93333333333333,2.0,2,2830.0,2830.0,中午,女
6252d8c9,37.266666666666666,33.766666666666666,1,2250.0,2250.0,晚上,女
a315cd52,33.733333333333334,11.1,2,1597.0,1597.0,下午,女
effadcf9,2.533333333333333,2.533333333333333,1,540.0,540.0,中午,女
95f2b1e2,7.0,7.0,2,1686.0,889.0,中午,女
9891ea59,4.866666666666666,4.866666666666666,1,880.0,880.0,下午,女
11990d68,31.566666666666666,0.36666666666666664,27,46768.770000000004,46108.99999999999,晚上,女
49572a21,12.0,0.16666666666666666,2,1023.0,1023.0,下午,男
b5944421,12.3,0.2,2,5480.0,3648.0,下午,女
cabec9be,13.266666666666667,4.0,9,19270.0,19270.0,中午,女
b294f751,11.066666666666666,6.0,3,3305.0,3305.0,下午,女
5d778dbe,108.3,15.233333333333333,2,3953.0,3953.0,下午,男
857c91b2,12.266666666666667,1.4333333333333333,10,21843.6,21844.0,晚上,女
d75b9f0a,45.63333333333333,29.7,4,1785.0,1785.0,晚上,女
c7274acc,35.13333333333333,29.333333333333332,11,7081.0,6586.0,晚上,女
2e305548,4.366666666666666,0.6666666666666666,2,28544.5,28545.0,中午,女
b0c85bb2,110.46666666666667,1.2333333333333334,32,55424.3,54463.0,晚上,女
60b2d2d9,61.5,5.166666666666667,1,3924.0,3924.0,下午,女
65df0fdd,104.4,29.1,1,850.0,850.0,中午,女
6e3e68af,8.4,8.4,1,24030.0,4806.0,下午,女
42adba18,74.7,9.033333333333333,1,23940.0,4788.0,晚上,女
41aed612,16.233333333333334,2.2,6,21987.0,21987.0,晚上,女
64f6e799,30.6,31.133333333333333,1,1791.0,1791.0,晚上,男
003b77a0,77.86666666666666,0.03333333333333333,1,1079.0,1079.0,下午,女
0ac06050,104.83333333333333,30.566666666666666,2,1465.0,1465.0,晚上,女
5225cdfa,9.1,9.1,1,1270.0,1270.0,晚上,女
e19dbc05,29.433333333333334,2.9,6,4473.0,4473.0,下午,女
2b415a49,41.766666666666666,33.06666666666667,5,9364.0,9364.0,下午,女
6a1fdc5f,32.7,32.7,2,1760.0,1760.0,中午,女
217eae7e,19.166666666666668,19.166666666666668,2,8651.0,968.0,中午,女
285adf5f,5.666666666666667,4.766666666666667,1,228.0,228.0,晚上,女
42cd9736,91.96666666666667,3.0,6,4483.0,4403.0,晚上,女
af754fae,23.933333333333334,7.866666666666666,1,996.0,996.0,下午,女
7f0dc0e9,91.93333333333334,1.2333333333333334,2,1169.1,1169.0,中午,男
de3dd29b,36.56666666666667,0.4666666666666667,22,64670.0,64670.0,中午,女
0a48910f,36.266666666666666,36.233333333333334,1,16120.0,16120.0,晚上,女
fb995f5d,21.766666666666666,0.8,5,5840.0,5840.0,中午,女
26b216b0,68.63333333333334,31.833333333333332,1,766.0,766.0,下午,女
3a5ebb61,28.4,20.266666666666666,1,450.0,450.0,下午,女
d3229efd,24.666666666666668,7.0,2,1625.0,1625.0,下午,男
9c4324a2,59.03333333333333,16.9,3,3810.0,3810.0,下午,女
1c58e233,0.6333333333333333,0.6333333333333333,1,480.0,480.0,下午,女
a9a5fd45,40.96666666666667,1.8333333333333333,2,3931.0,3931.0,下午,女
9a96bf52,54.3,19.866666666666667,1,320.0,320.0,晚上,女
5aaa2c2f,93.6,11.9,1,320.0,320.0,中午,女
2965eaeb,91.83333333333333,35.666666666666664,1,1149.0,1149.0,晚上,女
5199003c,31.566666666666666,28.9,8,8086.0,8086.0,晚上,男
4ab6b6b2,65.43333333333334,9.7,1,38.0,38.0,中午,女
012b9e71,47.53333333333333,7.6,2,1880.0,1880.0,下午,女
c69aa171,16.9,14.3,2,3292.0,3292.0,下午,女
d0705c60,8.366666666666667,8.366666666666667,1,2540.0,2540.0,中午,女
bb4ae705,9.866666666666667,9.866666666666667,1,1602.0,602.0,中午,女
23932d23,28.233333333333334,28.9,1,6986.0,70.0,晚上,男
eedaa0c3,16.566666666666666,16.566666666666666,2,2394.0,2394.0,晚上,女
c3ce5de9,2.7,2.7,1,498.0,498.0,中午,女
2e9078c8,153.5,1.2333333333333334,1,4050.0,4050.0,下午,女
35bfe159,38.6,35.06666666666667,2,8722.0,8722.0,下午,女
3cb9ad55,9.0,8.766666666666667,5,10600.0,10600.0,下午,女
aec22a03,89.16666666666667,1.2666666666666666,25,86487.39,83335.0,中午,女
30358d0a,49.7,9.233333333333333,1,13520.0,135.0,下午,女
194561d4,31.7,7.8,3,9385.0,9385.0,中午,女
69440ad9,18.666666666666668,1.2333333333333334,22,67991.8,67992.0,晚上,女
8a9fad4a,61.733333333333334,13.833333333333334,10,70919.0,70919.0,晚上,男
1a733c07,68.9,18.933333333333334,3,4749.0,4749.0,下午,男
473089f8,90.1,1.5666666666666667,19,14552.5,13756.0,中午,女
2b948e71,19.666666666666668,19.666666666666668,1,689.0,689.0,晚上,女
1724c29b,41.733333333333334,33.43333333333333,8,6137.0,6137.0,晚上,女
0b03738e,39.233333333333334,36.1,1,1220.0,1220.0,下午,女
0bf056f7,52.833333333333336,0.3333333333333333,6,11450.0,11750.0,中午,女
87f220b4,59.833333333333336,35.333333333333336,1,768.0,668.0,下午,女
43af2bdf,27.566666666666666,0.5666666666666667,10,55338.0,23745.0,晚上,女
ed91176a,32.93333333333333,32.93333333333333,1,3384.0,3384.0,晚上,男
7e9b48ab,38.5,20.433333333333334,9,8868.0,8768.0,下午,女
644f891e,1.0,0.9666666666666667,3,8398.0,8398.0,晚上,女
7b43dcff,40.93333333333333,35.46666666666667,2,2850.0,2850.0,晚上,女
f5168035,144.6,7.033333333333333,2,3175.0,3175.0,中午,女
66aa64c2,111.23333333333333,30.433333333333334,3,1789.0,1789.0,中午,女
dfe3add0,75.36666666666666,5.333333333333333,1,2080.0,2080.0,上午,女
6b0a049f,103.63333333333334,13.4,4,8185.0,7985.0,晚上,女
2f7dd1b3,12.533333333333333,12.533333333333333,1,320.0,320.0,中午,女
2f25e760,59.56666666666667,21.166666666666668,1,265.0,265.0,中午,女
9a09e79b,107.3,3.3,4,3618.6000000000004,3218.0,下午,女
e9ae430a,59.53333333333333,9.366666666666667,1,390.0,390.0,晚上,女
9404460a,113.3,9.2,11,32076.799999999996,28762.0,下午,女
fab5f9ec,79.4,19.533333333333335,10,9751.0,9751.0,晚上,女
8f11a175,36.266666666666666,36.266666666666666,2,8703.0,8703.0,中午,女
c23bef23,8.8,1.2333333333333334,11,12513.3,10990.0,晚上,女
3cc22da7,160.23333333333332,4.566666666666666,1,1913.0,1913.0,晚上,男
04730ca9,105.86666666666666,17.4,5,5535.0,5535.0,下午,女
3e962461,88.86666666666666,0.5,8,11063.0,11063.0,中午,女
e05c9135,150.66666666666666,5.4,5,5552.0,5552.0,中午,女
4fea9cb8,74.36666666666666,35.03333333333333,4,4160.0,4160.0,下午,男
644555af,32.266666666666666,32.8,1,1102.0,1102.0,晚上,女
1af4bac1,97.66666666666667,32.06666666666667,1,713.0,713.0,下午,女
f4056aed,10.933333333333334,10.933333333333334,1,310.0,310.0,晚上,女
c3ca5c95,9.6,9.6,1,469.0,469.0,下午,女
001e604d,106.06666666666666,0.03333333333333333,3,8416.0,8417.0,下午,女
bc50a3d8,41.6,8.4,2,1440.0,1440.0,晚上,女
5e4cbddf,74.7,31.7,2,1640.0,1640.0,下午,男
b2626a93,149.3,10.066666666666666,5,7755.0,7036.0,下午,男
22aac48f,59.3,18.566666666666666,1,2284.0,2284.0,中午,女
5789d421,36.333333333333336,1.1666666666666667,4,3187.0,3187.0,下午,女
4ee98aa8,25.7,0.06666666666666667,110,282329.4,280568.0,下午,女
7fe1a1d8,24.866666666666667,9.9,2,7132.0,7132.0,下午,女
c882d75b,39.6,34.36666666666667,1,1470.0,1470.0,下午,女
81602bab,79.43333333333334,31.633333333333333,3,890.0,890.0,下午,女
38ea05d0,6.133333333333334,1.0,2,3230.0,3230.0,下午,女
05d2195f,73.83333333333333,36.5,1,5550.0,5550.0,下午,男
059b4d21,155.06666666666666,9.8,2,941.0,941.0,下午,女
9834e633,63.63333333333333,4.766666666666667,5,11645.0,10237.0,中午,女
d7bf081a,109.7,17.633333333333333,2,1019.0,1019.0,晚上,女
f991fd8d,52.2,35.53333333333333,1,440.0,440.0,下午,男
a7e3c5b8,20.633333333333333,4.133333333333334,3,2210.0,2210.0,晚上,女
dd45f9a4,3.7333333333333334,3.7333333333333334,1,868.0,868.0,中午,女
ca0c7e62,12.266666666666667,10.633333333333333,1,320.0,320.0,中午,女
220b66f3,12.733333333333333,7.533333333333333,10,48422.0,26929.0,晚上,女
5d71dc81,20.366666666666667,20.366666666666667,1,2780.0,2780.0,中午,女
c80ea8fa,7.766666666666667,7.766666666666667,2,2760.0,2760.0,晚上,女
7c9b782a,82.2,28.933333333333334,3,2324.0,2324.0,晚上,女
c517b06a,16.8,8.633333333333333,3,3768.0,3768.0,下午,女
56bd1958,38.166666666666664,33.233333333333334,2,860.0,860.0,晚上,女
a8fdae08,13.966666666666667,12.0,1,125.0,125.0,晚上,女
19532cd8,42.8,29.1,5,10795.0,7597.0,晚上,男
b9257369,19.933333333333334,19.733333333333334,2,4490.0,4490.0,下午,女
b1c7635b,61.3,34.766666666666666,1,650.0,650.0,晚上,女
08c86247,151.93333333333334,0.06666666666666667,22,56390.0,56390.0,中午,女
5fdecb72,24.366666666666667,9.466666666666667,13,29623.2,28657.0,晚上,女
c28c6e99,6.666666666666667,6.666666666666667,1,2145.0,2145.0,下午,女
0a45de2e,46.46666666666667,0.5333333333333333,15,64476.799999999996,62349.0,晚上,男
b6a1b4ef,28.7,1.7333333333333334,14,32912.0,32912.0,下午,女
e8a3e95b,18.3,18.3,1,2330.0,2330.0,下午,女
83512bed,5.733333333333333,5.7,5,15096.000000000002,15096.0,下午,女
b3e1c1f3,33.63333333333333,9.366666666666667,11,7032.0,7032.0,下午,男
f2dba12c,107.4,1.8333333333333333,3,3702.0,3702.0,中午,女
26ee3faa,139.43333333333334,31.1,1,6600.0,5600.0,晚上,女
07984f31,18.066666666666666,18.066666666666666,1,1625.0,1625.0,中午,女
0aa1ec5f,12.433333333333334,12.433333333333334,1,10000.0,10000.0,下午,女
54eb545f,172.96666666666667,13.3,7,23379.0,23379.0,下午,男
a528d1ef,10.6,10.6,1,320.0,320.0,下午,女
b228018d,38.86666666666667,9.933333333333334,5,9868.0,9868.0,晚上,女
650de0e2,5.566666666666666,1.1,4,6520.0,6520.0,下午,女
65ecb0c5,7.366666666666666,7.366666666666666,1,550.0,550.0,中午,女
1d796658,3.066666666666667,3.066666666666667,1,1440.0,1440.0,下午,男
83f9a04e,165.06666666666666,34.13333333333333,1,6370.0,70.0,下午,女
dd49e789,108.16666666666667,1.2666666666666666,5,12568.2,12568.0,下午,女
1ac5f874,1.2666666666666666,1.1666666666666667,1,12088.0,11973.0,中午,女
